isogroup100038	sp|Q1ZXK2|FORG_DICDI
isogroup110591	sp|O50310|Y723_CHLP8
isogroup110599	sp|Q99LB7|SARDH_MOUSE
isogroup110647	sp|Q8IIG7|YPF05_PLAF7
isogroup110650	sp|O42653|YF9E_SCHPO
isogroup110664	sp|Q84L08|GFT1_ARATH
isogroup110677	sp|Q2TA38|TEKT4_BOVIN
isogroup110689	sp|P0AG15|SOHB_SHIFL
isogroup110701	sp|Q1DCL2|GPDA_MYXXD
isogroup110747	sp|Q969I6|S38A4_HUMAN
isogroup110753	sp|O97463|GPDA_DROKA
isogroup110787	sp|P26651|TTP_HUMAN
isogroup110790	sp|P54399|PDI_DROME
isogroup110849	sp|Q05152|CAC1B_RABIT
isogroup110852	sp|Q9VYV5|FUT8_DROME
isogroup110878	sp|Q0P595|SIR7_BOVIN
isogroup110890	sp|Q6AY40|JMJD8_RAT
isogroup110900	sp|Q6NYF0|LACB2_DANRE
isogroup110903	sp|Q9HUX6|CNTI_PSEAE
isogroup110909	sp|Q72HR4|OBG_THET2
isogroup110910	sp|O74832|PT127_SCHPO
isogroup110912	sp|Q15JG7|VLDW_STRHL
isogroup110923	sp|Q9LJX8|VPED_ARATH
isogroup110924	sp|B9JLT8|RUTB_AGRRK
isogroup110929	sp|O94886|CSCL1_HUMAN
isogroup110934	sp|P46953|3HAO_RAT
isogroup110964	sp|Q6UEF0|NADA_ASPPU
isogroup110965	sp|O95551|TYDP2_HUMAN
isogroup110973	sp|A4YJX9|ASSY_BRASO
isogroup110977	sp|Q93VG8|PPDEX_ARATH
isogroup111000	sp|Q7TPS0|KS6A6_MOUSE
isogroup111009	sp|Q96S16|JMJD8_HUMAN
isogroup111011	sp|Q5F3A6|OTU1_CHICK
isogroup111021	sp|Q84QC1|GCT23_ARATH
isogroup111031	sp|Q8H0T4|UPL2_ARATH
isogroup111033	sp|Q45FA5|SRPK_PHYPO
isogroup111036	sp|P80405|MTHFS_RABIT
isogroup111038	sp|Q9GZT9|EGLN1_HUMAN
isogroup111044	sp|Q5A2Z1|MED6_CANAL
isogroup111047	sp|Q9VD92|ARCH_DROME
isogroup111050	sp|Q5SHB3|RNY_THET8
isogroup111058	sp|Q6P158|DHX57_HUMAN
isogroup111060	sp|P04062|GLCM_HUMAN
isogroup111066	sp|Q75JP5|Y2471_DICDI
isogroup111070	sp|P70473|AMACR_RAT
isogroup111075	sp|P81650|BGAL_PSEHA
isogroup111079	sp|Q7KWX9|EXOS3_DICDI
isogroup111086	sp|O42936|LAS1_SCHPO
isogroup111090	sp|Q6ZUM4|RHG27_HUMAN
isogroup111099	sp|C4L887|SYQ_TOLAT
isogroup111100	sp|P22543|VPS34_YEAST
isogroup111107	sp|O88345|PDK4_ICTTR
isogroup111122	sp|A0QNZ7|MGLL_MYCS2
isogroup111123	sp|P14105|MYH9_CHICK
isogroup111127	sp|Q559K0|Y2544_DICDI
isogroup111134	sp|Q5VQL1|RH14_ORYSJ
isogroup111142	sp|Q9SKC4|ARI10_ARATH
isogroup111167	sp|Q99L04|DHRS1_MOUSE
isogroup111172	sp|Q08J23|NSUN2_HUMAN
isogroup111174	sp|Q8N6R0|EFNMT_HUMAN
isogroup111175	sp|P26514|XYNA_STRLI
isogroup111181	sp|Q9EPU0|RENT1_MOUSE
isogroup111189	sp|Q58CU3|HBAP1_BOVIN
isogroup111192	sp|A4IGU3|MT21A_XENTR
isogroup111197	sp|Q68EU6|MF6LA_XENLA
isogroup111213	sp|Q53G59|KLH12_HUMAN
isogroup111222	sp|Q46845|YGHU_ECOLI
isogroup111223	sp|Q75H77|SAPKA_ORYSJ
isogroup111230	sp|Q9P3U4|HEL1_SCHPO
isogroup111239	sp|Q27256|WHITE_ANOGA
isogroup111246	sp|Q3TYU2|AT135_MOUSE
isogroup111261	sp|Q869Q0|Y4527_DICDI
isogroup111265	sp|P16157|ANK1_HUMAN
isogroup111274	sp|Q8VBX0|ASB13_MOUSE
isogroup111283	sp|O43497|CAC1G_HUMAN
isogroup111299	sp|A1K8Q1|UBIG_AZOSB
isogroup111316	sp|O01704|EXT1_CAEEL
isogroup111322	sp|A7MBI7|COMT_BOVIN
isogroup111323	sp|Q80U19|DAAM2_MOUSE
isogroup111338	sp|Q9VCA8|ANKHM_DROME
isogroup111340	sp|K4BW79|ENOX_SOLLC
isogroup111342	sp|P53355|DAPK1_HUMAN
isogroup111352	sp|D3U1D9|ISFD_KLEOX
isogroup111357	sp|P05132|KAPCA_MOUSE
isogroup111361	sp|Q9P2M1|LR2BP_HUMAN
isogroup111365	sp|O64642|URT1_ARATH
isogroup111372	sp|Q55EQ3|Y9086_DICDI
isogroup111374	sp|Q13231|CHIT1_HUMAN
isogroup111377	sp|P92949|FRO2_ARATH
isogroup111379	sp|P39524|ATC3_YEAST
isogroup111381	sp|Q39575|DYHG_CHLRE
isogroup111385	sp|B0DSN9|FEN11_LACBS
isogroup111403	sp|Q53547|EST2_PSEFL
isogroup111405	sp|P46351|YTH1_PANTH
isogroup111412	sp|Q56YN8|SMC3_ARATH
isogroup111440	sp|Q5EA24|RIOX2_BOVIN
isogroup111444	sp|Q9FN03|UVR8_ARATH
isogroup111446	sp|P31072|6PGD_TRYBB
isogroup111457	sp|Q5XFW8|SEC13_RAT
isogroup111466	sp|O60160|OMH1_SCHPO
isogroup111467	sp|G5EBI4|CEEH1_CAEEL
isogroup111470	sp|B0BN85|SGT1_RAT
isogroup111477	sp|Q96CX2|KCD12_HUMAN
isogroup111483	sp|F4JAU3|P4H2_ARATH
isogroup111491	sp|P34877|MTSA_LACLC
isogroup111515	sp|P34624|CCNY_CAEEL
isogroup111528	sp|P48208|DNAJ_HAEDU
isogroup111531	sp|Q90854|KCNJ3_CHICK
isogroup111532	sp|D4AZ24|ENG1_ARTBC
isogroup111535	sp|Q50KB1|SEP2_EMIHU
isogroup111537	sp|Q9Z0V1|KCND3_MOUSE
isogroup111538	sp|P38130|KTR3_YEAST
isogroup111540	sp|Q09906|TM184_SCHPO
isogroup111543	sp|Q8TL44|TRPB2_METAC
isogroup111545	sp|A0PQ29|PHMT2_MYCUA
isogroup111547	sp|Q9JKA7|HCN4_RAT
isogroup111549	sp|Q8N9T8|KRI1_HUMAN
isogroup111552	sp|Q5M755|PAP7_ARATH
isogroup111556	sp|Q9NVG8|TBC13_HUMAN
isogroup111558	sp|P73121|Y1919_SYNY3
isogroup111560	sp|O42820|EF1A_SCHCO
isogroup111561	sp|Q6DG99|KCTD6_DANRE
isogroup111562	sp|Q8I2J4|PROF_PLAF7
isogroup111564	sp|Q2R1M8|RH52C_ORYSJ
isogroup111578	sp|O96099|FAD5B_DICDI
isogroup111580	sp|Q93VV0|ZDHC6_ARATH
isogroup111591	sp|Q0WLC6|PP349_ARATH
isogroup111606	sp|P25071|CML12_ARATH
isogroup111610	sp|O42851|YFHE_SCHPO
isogroup111621	sp|P0AEB5|YNAI_ECOLI
isogroup111626	sp|Q6NMM8|F8H_ARATH
isogroup111635	sp|P54453|YQEH_BACSU
isogroup111640	sp|Q0VGW4|ERMP1_XENLA
isogroup111645	sp|Q9RA11|SELO_MORMI
isogroup111646	sp|Q9FRL8|DHAR2_ARATH
isogroup111682	sp|G5EDN6|CANB_CAEEL
isogroup111698	sp|Q39054|CNX1_ARATH
isogroup111700	sp|O54187|Y5958_STRCO
isogroup111703	sp|A5PK19|EFNMT_BOVIN
isogroup111708	sp|A1KRZ9|YIDD_NEIMF
isogroup111713	sp|Q9P0X4|CAC1I_HUMAN
isogroup111723	sp|Q6P3R8|NEK5_HUMAN
isogroup111732	sp|Q9ZU35|AB7G_ARATH
isogroup111736	sp|P0A5D4|Y898_MYCBO
isogroup111747	sp|P42519|STAR_DROME
isogroup111754	sp|Q5HZE0|MCATL_RAT
isogroup111759	sp|P32839|BCS1_YEAST
isogroup111769	sp|P15479|ACEA_RICCO
isogroup111772	sp|Q9R1K7|TBD_MOUSE
isogroup111774	sp|O75808|CAN15_HUMAN
isogroup111776	sp|A7MD48|SRRM4_HUMAN
isogroup111786	sp|P48506|GSH1_HUMAN
isogroup111797	sp|P43644|DNJH_ATRNU
isogroup111801	sp|Q8GX93|CLCE_ARATH
isogroup111815	sp|C3K1L7|RLMN_PSEFS
isogroup111837	sp|A8AGW0|CLCB_CITK8
isogroup111840	sp|Q3TA59|JMJD8_MOUSE
isogroup111841	sp|Q9LML7|U71C3_ARATH
isogroup111843	sp|Q9UII4|HERC5_HUMAN
isogroup111846	sp|Q12797|ASPH_HUMAN
isogroup111848	sp|Q54MZ4|MCFB_DICDI
isogroup111855	sp|Q9DBA6|TYSD1_MOUSE
isogroup111861	sp|Q505D1|ANR28_MOUSE
isogroup111865	sp|O64530|STR1_ARATH
isogroup111866	sp|Q9FT73|MED34_ARATH
isogroup111873	sp|Q5RFF7|TTC38_PONAB
isogroup111885	sp|B9DNJ9|DNAJ_STACT
isogroup111894	sp|P52839|SOT12_ARATH
isogroup111901	sp|B2VHF1|RBN_ERWT9
isogroup111910	sp|Q54C32|PSIQ_DICDI
isogroup111928	sp|P94547|LCFA_BACSU
isogroup111935	sp|O82175|SUVH5_ARATH
isogroup111940	sp|O14976|GAK_HUMAN
isogroup111954	sp|P34118|MVPA_DICDI
isogroup111955	sp|Q9VCA8|ANKHM_DROME
isogroup111969	sp|P10477|CELE_CLOTH
isogroup111973	sp|Q90339|MYSS_CYPCA
isogroup111981	sp|Q9Y5R4|HEMK1_HUMAN
isogroup111999	sp|Q2VEX9|CRTSO_DAUCA
isogroup112	sp|P0C6B8|SVEP1_RAT
isogroup112003	sp|Q9SIC9|PP178_ARATH
isogroup112004	sp|Q5ZLP8|IF2B3_CHICK
isogroup112010	sp|B9FUF9|KN12E_ORYSJ
isogroup112014	sp|A0A140N890|YGEA_ECOBD
isogroup112023	sp|P34943|NDUA9_BOVIN
isogroup112031	sp|P33224|AIDB_ECOLI
isogroup112052	sp|P09398|STRG_STRGR
isogroup112062	sp|O81916|YC22_ARATH
isogroup112073	sp|Q8C8R3|ANK2_MOUSE
isogroup112077	sp|Q6GMR7|FAAH2_HUMAN
isogroup112090	sp|O35454|CLCN6_MOUSE
isogroup112092	sp|Q9FLA5|ARAD2_ARATH
isogroup112097	sp|Q2TBP8|MET17_BOVIN
isogroup112104	sp|Q8W4G3|DTX46_ARATH
isogroup112116	sp|Q87MD4|TRUC_VIBPA
isogroup112117	sp|Q0V9A9|LACB2_XENTR
isogroup112131	sp|Q9D306|MGT4C_MOUSE
isogroup112136	sp|Q8BID8|FXL14_MOUSE
isogroup112144	sp|O77821|LYPA1_RABIT
isogroup112150	sp|Q6N063|OGFD2_HUMAN
isogroup112155	sp|Q8RX29|ATL70_ARATH
isogroup112164	sp|P38166|SFT2_YEAST
isogroup112166	sp|A4G7G5|GLO2_HERAR
isogroup112167	sp|Q18223|FBSP1_CAEEL
isogroup112168	sp|P57772|SELB_HUMAN
isogroup112185	sp|A8I1Q0|CALM_HETTR
isogroup112186	sp|P50182|MTN4_NEILA
isogroup112190	sp|Q2M3Z8|CRN15_PHYIN
isogroup112202	sp|Q8VZL4|MSL1_ARATH
isogroup112222	sp|P53273|YG35_YEAST
isogroup11223	sp|P0A9T5|TAS_SHIFL
isogroup112230	sp|O76512|RENT1_CAEEL
isogroup112231	sp|Q0GZS3|USP_CUCME
isogroup112237	sp|Q8ZNK7|YEIH_SALTY
isogroup112241	sp|O80695|DTX37_ARATH
isogroup112245	sp|Q9C5D6|CAAT9_ARATH
isogroup112246	sp|P30725|DNAJ_CLOAB
isogroup112247	sp|Q8BH79|ANO10_MOUSE
isogroup112251	sp|Q6DJR8|GLT11_XENTR
isogroup112260	sp|Q7NDG8|DNAJ_GLOVI
isogroup112282	sp|Q5UNT8|YL678_MIMIV
isogroup112288	sp|Q28056|ASPH_BOVIN
isogroup112294	sp|Q9LS39|CCR4C_ARATH
isogroup112299	sp|P55143|GLRX_RICCO
isogroup112303	sp|Q8WXE0|CSKI2_HUMAN
isogroup112319	sp|Q92625|ANS1A_HUMAN
isogroup112321	sp|Q64737|PUR2_MOUSE
isogroup112351	sp|Q0JKV1|AKT1_ORYSJ
isogroup112354	sp|Q7F0J0|CML13_ORYSJ
isogroup112366	sp|P38494|RS1H_BACSU
isogroup112375	sp|Q8H4S6|P2C64_ORYSJ
isogroup112410	sp|Q04595|PYRB_TREDE
isogroup112431	sp|Q8BG19|TMTC4_MOUSE
isogroup112434	sp|A1L0Z6|RSH6A_XENTR
isogroup112447	sp|Q8C9J3|SPEF2_MOUSE
isogroup112450	sp|Q0VF96|CGNL1_HUMAN
isogroup112466	sp|Q9CWR2|SMYD3_MOUSE
isogroup112468	sp|P07749|FCA1_TRYCR
isogroup112470	sp|B9FS33|KN7G_ORYSJ
isogroup112477	sp|A0A0H2VDN9|ESIB_ECOL6
isogroup112488	sp|Q96HU1|SGSM3_HUMAN
isogroup112500	sp|D3ZGQ5|NEK8_RAT
isogroup112505	sp|P62285|ASPM_BOVIN
isogroup112506	sp|P25152|BSAP_BACSU
isogroup11253	sp|Q4KTG9|RL17_SUBDO
isogroup112534	sp|Q9VBP3|TNKS_DROME
isogroup112569	sp|F4ILR7|DEXH1_ARATH
isogroup112581	sp|Q5SS80|DHR13_MOUSE
isogroup112585	sp|Q6Z2T6|CHLP_ORYSJ
isogroup112587	sp|Q5NVJ8|DDX1_PONAB
isogroup112611	sp|P16228|CATE_RAT
isogroup112613	sp|Q04960|DNJH_CUCSA
isogroup112634	sp|G5E8K5|ANK3_MOUSE
isogroup112644	sp|A5DQN2|SET5_PICGU
isogroup112651	sp|Q62812|MYH9_RAT
isogroup112658	sp|Q9FE62|YLS8_ARATH
isogroup112676	sp|Q495B1|AKD1A_HUMAN
isogroup112681	sp|Q6NKN8|FB132_ARATH
isogroup112685	sp|P0C605|KGP1_MOUSE
isogroup112690	sp|B0BRD5|TILS_ACTPJ
isogroup112716	sp|Q6IMY8|HNRPU_RAT
isogroup112717	sp|Q84K11|PPP5_SOLLC
isogroup112721	sp|O15891|TCPA_TETPY
isogroup112752	sp|Q5FYB0|ARSJ_HUMAN
isogroup112770	sp|Q8VZE7|RAP_ARATH
isogroup112778	sp|P36209|STS1_SCHPO
isogroup112780	sp|P35501|ESTE_MYZPE
isogroup112847	sp|Q9SIC9|PP178_ARATH
isogroup112868	sp|Q40401|CALR_NICPL
isogroup112870	sp|Q9LDY5|FK172_ARATH
isogroup112891	sp|Q96P11|NSUN5_HUMAN
isogroup112895	sp|D0LI56|RUTB_HALO1
isogroup112898	sp|P42620|YQJG_ECOLI
isogroup112899	sp|P28575|IPP_MOUSE
isogroup112940	sp|Q9FIX3|PP407_ARATH
isogroup112955	sp|O14359|YB4E_SCHPO
isogroup112970	sp|B4R9R7|GUAA_PHEZH
isogroup112972	sp|P37285|KLC1_RAT
isogroup112996	sp|O75771|RA51D_HUMAN
isogroup113002	sp|Q61481|PDE1A_MOUSE
isogroup113015	sp|Q9SZ63|NUD14_ARATH
isogroup113016	sp|Q03168|ASPP_AEDAE
isogroup113059	sp|P41179|CCN1_TRYBB
isogroup113065	sp|Q9SB68|ADPRM_ARATH
isogroup113075	sp|A9QT41|NEMO_PIG
isogroup113114	sp|Q12797|ASPH_HUMAN
isogroup113120	sp|Q9FIV6|DGP10_ARATH
isogroup113128	sp|Q9P6Q1|PLPHP_SCHPO
isogroup113135	sp|Q5ATG5|APDG_EMENI
isogroup113138	sp|Q5SPC5|OTOF_DANRE
isogroup113140	sp|Q54H55|Y8969_DICDI
isogroup113154	sp|Q8YSU5|Y2987_NOSS1
isogroup113162	sp|Q7NNA0|PETG_GLOVI
isogroup113172	sp|Q9C9Z9|ELD1_ARATH
isogroup113176	sp|Q63099|KCNB2_RAT
isogroup113182	sp|Q8GYS4|AVT1D_ARATH
isogroup113193	sp|Q4UK32|Y1252_RICFE
isogroup113204	sp|Q6NYL3|ECHP_DANRE
isogroup113214	sp|Q5NDL9|EOGT_CANLF
isogroup113232	sp|P39104|PIK1_YEAST
isogroup113234	sp|P14749|AGAL_CYATE
isogroup113238	sp|Q03042|KGP1_DROME
isogroup113253	sp|O08796|EF2K_MOUSE
isogroup113255	sp|Q9DBH0|WWP2_MOUSE
isogroup113286	sp|Q6K271|FCA_ORYSJ
isogroup113307	sp|Q9VCA8|ANKHM_DROME
isogroup113309	sp|Q58516|ASNH1_METJA
isogroup113317	sp|C8VK14|HXNY_EMENI
isogroup113318	sp|Q5PQA4|NB5R2_XENLA
isogroup113327	sp|Q33AH8|GT101_ORYSJ
isogroup113339	sp|Q25BW4|BGL1B_PHACH
isogroup113352	sp|O08437|FKBA_AERHY
isogroup113365	sp|A7STV9|SLX1_NEMVE
isogroup113377	sp|Q8R059|GALE_MOUSE
isogroup113378	sp|Q63170|DYH7_RAT
isogroup113389	sp|O01775|NEKL2_CAEEL
isogroup113397	sp|Q8P8H2|UBIG_XANCP
isogroup113407	sp|O81148|PSA4A_ARATH
isogroup113410	sp|Q8H1D9|TYDP1_ARATH
isogroup113426	sp|A6QL92|S35F5_BOVIN
isogroup113428	sp|Q9SX31|PERK9_ARATH
isogroup113441	sp|Q9T050|SPXM2_ARATH
isogroup113445	sp|P73121|Y1919_SYNY3
isogroup113451	sp|B9ENE7|MGN_SALSA
isogroup113461	sp|P73191|COFG_SYNY3
isogroup113493	sp|O70507|HCN4_MOUSE
isogroup113495	sp|Q8GWQ6|Y6344_ARATH
isogroup113497	sp|Q07652|CAC1E_RAT
isogroup113498	sp|B8HXV0|RF1_CYAP4
isogroup113499	sp|Q93VG8|PPDEX_ARATH
isogroup113503	sp|Q8H715|ATG8_PHYIN
isogroup113505	sp|P9WK87|NLHH_MYCTU
isogroup113506	sp|B4QLQ2|KLHDB_DROSI
isogroup113507	sp|Q14690|RRP5_HUMAN
isogroup113509	sp|Q5VYK3|ECM29_HUMAN
isogroup113510	sp|Q9DBT9|M2GD_MOUSE
isogroup113513	sp|Q80Y14|GLRX5_MOUSE
isogroup113515	sp|Q93VG8|PPDEX_ARATH
isogroup113521	sp|Q9GPF1|AP3M_DICDI
isogroup113524	sp|Q01484|ANK2_HUMAN
isogroup113527	sp|O31444|YBFB_BACSU
isogroup113530	sp|Q15858|SCN9A_HUMAN
isogroup113534	sp|Q9LY75|CYP63_ARATH
isogroup113535	sp|Q5VQQ5|CDPK2_ORYSJ
isogroup113541	sp|Q16322|KCA10_HUMAN
isogroup113544	sp|P9WNX9|GABD1_MYCTU
isogroup113550	sp|Q0IIK5|DDX1_BOVIN
isogroup113560	sp|O43502|RA51C_HUMAN
isogroup113564	sp|A2RVM0|TIC32_ARATH
isogroup113569	sp|Q9XIE6|ALA3_ARATH
isogroup113570	sp|Q9VTU3|RG68F_DROME
isogroup113571	sp|Q9VCY8|ADRL_DROME
isogroup113572	sp|Q9ZSB5|UBP10_ARATH
isogroup113573	sp|Q93VG8|PPDEX_ARATH
isogroup113575	sp|H2LRU7|PKD2_ORYLA
isogroup113576	sp|Q70HJ3|PGLRC_ASPAC
isogroup113590	sp|P31239|ACCO_PEA
isogroup113592	sp|Q5ZHV2|NAA35_CHICK
isogroup113599	sp|P26882|PPID_BOVIN
isogroup113600	sp|P25386|USO1_YEAST
isogroup113601	sp|P70187|MF14A_MOUSE
isogroup113604	sp|Q8C1B2|PARPT_MOUSE
isogroup113610	sp|Q9RKB5|BVMO2_STRCO
isogroup113618	sp|Q55EA1|ZNTD_DICDI
isogroup113619	sp|P22462|KCNC2_RAT
isogroup113621	sp|Q5FV41|FBT2_ARATH
isogroup113622	sp|Q8Q0U0|Y045_METMA
isogroup113627	sp|Q91YR5|EFNMT_MOUSE
isogroup113629	sp|Q9ULJ7|ANR50_HUMAN
isogroup113630	sp|Q8VZN9|P2C11_ARATH
isogroup113633	sp|Q9RKB5|BVMO2_STRCO
isogroup113635	sp|Q9M0R4|ATL37_ARATH
isogroup113638	sp|Q91WU6|ZDHC7_MOUSE
isogroup113640	sp|F4JQ95|DGK7_ARATH
isogroup113641	sp|Q6PFQ0|KS6A6_DANRE
isogroup113644	sp|Q9Y140|DHRS7_DROME
isogroup113645	sp|Q6DN14|MCTP1_HUMAN
isogroup113646	sp|A0JJU1|TENS_BEABA
isogroup113649	sp|P29957|AMY_PSEHA
isogroup113650	sp|O61308|PUMA_PARUN
isogroup113651	sp|Q9LVE4|CSCL4_ARATH
isogroup113652	sp|P51954|NEK1_MOUSE
isogroup113653	sp|Q63734|KCNC4_RAT
isogroup113657	sp|Q9C0G6|DYH6_HUMAN
isogroup113658	sp|Q6G1F8|DNAJ_BARQU
isogroup113660	sp|Q9P7G5|BOS1_SCHPO
isogroup113663	sp|P16273|PRPX_HORVU
isogroup113665	sp|Q08435|PMA1_NICPL
isogroup113672	sp|Q8LPL6|AP2A1_ARATH
isogroup113673	sp|Q94AX5|PAM71_ARATH
isogroup113675	sp|P10733|SEVE_DICDI
isogroup113676	sp|Q14679|TTLL4_HUMAN
isogroup113677	sp|C0ZJ16|XPT_BREBN
isogroup113678	sp|Q9R080|GPSM1_RAT
isogroup113679	sp|Q9R053|SCNBA_MOUSE
isogroup113680	sp|Q55E65|Y0496_DICDI
isogroup113683	sp|Q505D1|ANR28_MOUSE
isogroup113684	sp|O74976|FAT2_SCHPO
isogroup113689	sp|P40514|YIG7_YEAST
isogroup113695	sp|Q55EQ3|Y9086_DICDI
isogroup113696	sp|Q8IUD2|RB6I2_HUMAN
isogroup113697	sp|F4JTP5|STY46_ARATH
isogroup113700	sp|Q1W377|PMM_SOLLC
isogroup113701	sp|O95271|TNKS1_HUMAN
isogroup113702	sp|P08965|MEI2_SCHPO
isogroup113703	sp|O15865|CDPK2_PLAFK
isogroup113705	sp|O88764|DAPK3_RAT
isogroup113706	sp|Q6NKN8|FB132_ARATH
isogroup113708	sp|P27884|CAC1A_RABIT
isogroup113711	sp|Q3UMR0|ANR27_MOUSE
isogroup113712	sp|P23562|B3AT_RAT
isogroup113713	sp|Q922Q5|S35B3_MOUSE
isogroup113714	sp|Q55DM5|S35B2_DICDI
isogroup113715	sp|A8HS48|RS3A_CHLRE
isogroup113716	sp|B2GUS6|KDM8_XENTR
isogroup113717	sp|Q6AXQ5|PDE12_RAT
isogroup113719	sp|P53152|MMS2_YEAST
isogroup113720	sp|F4HT41|SAMC2_ARATH
isogroup113726	sp|Q6Z2M9|CDPK4_ORYSJ
isogroup113727	sp|Q9UBC2|EP15R_HUMAN
isogroup113729	sp|P07850|SUOX_CHICK
isogroup113730	sp|P67773|Y3657_MYCBO
isogroup113734	sp|P57740|NU107_HUMAN
isogroup113737	sp|P17608|RYH1_SCHPO
isogroup113739	sp|Q9FKT5|THOC3_ARATH
isogroup113740	sp|P13466|GELA_DICDI
isogroup113741	sp|A6QP05|DHR12_BOVIN
isogroup113745	sp|Q9FIQ0|AGD9_ARATH
isogroup113746	sp|Q3E9A0|ANTR6_ARATH
isogroup113748	sp|O13945|PPK9_SCHPO
isogroup113752	sp|A7Z975|NAGB_BACVZ
isogroup113758	sp|Q7RTR2|NLRC3_HUMAN
isogroup113763	sp|Q9SFB8|PI5K6_ARATH
isogroup113765	sp|Q9UQ35|SRRM2_HUMAN
isogroup113766	sp|Q8DKI1|DER_THEEB
isogroup113767	sp|O23166|TR164_ARATH
isogroup113768	sp|Q13698|CAC1S_HUMAN
isogroup113769	sp|Q9USW3|YHZ7_SCHPO
isogroup113771	sp|O54898|CAC1G_RAT
isogroup113772	sp|Q6CKX0|XRN2_KLULA
isogroup113773	sp|Q9SZL6|MTEF6_ARATH
isogroup113774	sp|Q06953|GDPPS_VIBCL
isogroup113775	sp|A6WDF2|LEU1_KINRD
isogroup113781	sp|Q9NGQ2|KIF1_DICDI
isogroup113782	sp|Q92954|PRG4_HUMAN
isogroup113783	sp|Q882I8|ARAG_PSESM
isogroup113787	sp|Q4WRQ4|MFSB_ASPFU
isogroup113789	sp|P9WIQ7|ERP_MYCTU
isogroup113796	sp|Q7KQM6|GGYF1_DROME
isogroup113805	sp|Q9QUR7|PIN1_MOUSE
isogroup113808	sp|Q52353|TERZ_SERMA
isogroup113813	sp|Q602K3|HEM3_METCA
isogroup113834	sp|Q8L7B5|CH60B_ARATH
isogroup113835	sp|Q13976|KGP1_HUMAN
isogroup113842	sp|Q25BW4|BGL1B_PHACH
isogroup113843	sp|P45974|UBP5_HUMAN
isogroup113847	sp|Q08168|HRP_PLABE
isogroup113848	sp|Q8L831|NUDT3_ARATH
isogroup113851	sp|Q8RY25|NU98A_ARATH
isogroup113852	sp|Q9FEB5|DSP4_ARATH
isogroup113855	sp|Q0DJV6|CML18_ORYSJ
isogroup113860	sp|Q9ZEA2|FTSH_RICPR
isogroup113862	sp|Q9HEH1|RENT1_NEUCR
isogroup113863	sp|P43368|CAN3_PIG
isogroup113864	sp|Q06827|CATR_SCHDU
isogroup113876	sp|Q9NJU9|CDPK3_PLAF7
isogroup113880	sp|Q1LWG4|PCAT1_DANRE
isogroup113883	sp|Q5UNW1|YR707_MIMIV
isogroup113888	sp|P0AGM0|YHHT_ECOLI
isogroup113893	sp|Q9P0X4|CAC1I_HUMAN
isogroup113894	sp|P16228|CATE_RAT
isogroup113895	sp|Q9JKB0|HCN1_RAT
isogroup113907	sp|P35749|MYH11_HUMAN
isogroup113913	sp|Q59990|CP120_SYNY3
isogroup113914	sp|Q8ZPI0|YNEE_SALTY
isogroup113917	sp|A6NC98|CC88B_HUMAN
isogroup113923	sp|Q9LKW9|NHX7_ARATH
isogroup113924	sp|O60658|PDE8A_HUMAN
isogroup113925	sp|Q6TDP4|KLH17_HUMAN
isogroup113926	sp|Q55680|Y005_SYNY3
isogroup113928	sp|Q2NCA3|LVHK1_ERYLH
isogroup113931	sp|F4IVR7|MYO10_ARATH
isogroup113932	sp|Q54BA2|Y3800_DICDI
isogroup113934	sp|Q2QY37|CDPKQ_ORYSJ
isogroup113938	sp|Q8IVS2|FABD_HUMAN
isogroup113941	sp|Q6XHA7|ROCO9_DICDI
isogroup113943	sp|F4I9E1|NFD4_ARATH
isogroup113945	sp|Q12263|GIN4_YEAST
isogroup113947	sp|Q6GQ69|FAF2B_XENLA
isogroup113951	sp|Q5DU05|CE164_MOUSE
isogroup113953	sp|P43490|NAMPT_HUMAN
isogroup113958	sp|Q54BW6|TTC27_DICDI
isogroup113961	sp|Q921Y4|MFSD5_MOUSE
isogroup113963	sp|Q8S341|PPA7_ARATH
isogroup113965	sp|O80763|NRX1_ARATH
isogroup113966	sp|Q4V8A2|CDC27_RAT
isogroup113969	sp|Q54MJ7|ALAM_DICDI
isogroup113970	sp|Q8N5B7|CERS5_HUMAN
isogroup113972	sp|O94489|EF3_SCHPO
isogroup113976	sp|Q3UES3|TNKS2_MOUSE
isogroup113979	sp|P21343|PFPB_SOLTU
isogroup113980	sp|Q9UPT8|ZC3H4_HUMAN
isogroup113983	sp|Q3ZCC8|TPPP3_BOVIN
isogroup113986	sp|A0R566|CYNT_MYCS2
isogroup113989	sp|E9PAV3|NACAM_HUMAN
isogroup113990	sp|R1CW23|ALMA7_EMIHU
isogroup113991	sp|Q54BF6|MCFN_DICDI
isogroup113992	sp|Q9QYM0|MRP5_RAT
isogroup113993	sp|P55180|GALE_BACSU
isogroup113996	sp|F4I2J8|CATIN_ARATH
isogroup113997	sp|Q5N643|SYR_SYNP6
isogroup114000	sp|O57483|CAC1S_LITCT
isogroup114002	sp|P40233|CKI1_SCHPO
isogroup114007	sp|Q839B2|HPRT_ENTFA
isogroup114008	sp|Q505D1|ANR28_MOUSE
isogroup114014	sp|Q6LYY1|MSRA_METMP
isogroup114015	sp|Q9VBP3|TNKS_DROME
isogroup114017	sp|Q9P0X4|CAC1I_HUMAN
isogroup114020	sp|Q8YV57|Y2124_NOSS1
isogroup114022	sp|Q258K2|MYH9_CANLF
