isogroup100038	Q1ZXK2
isogroup114042	Q32Q05
isogroup114055	Q93RV9
isogroup114057	Q6DC39
isogroup114059	Q96M60
isogroup114060	Q5R8I2
isogroup114061	Q9ULJ7
isogroup114062	P30427
isogroup114070	Q9JJ59
isogroup114074	Q8NQ52
isogroup114075	O35806
isogroup114078	P46012
isogroup114079	Q9NQS7
isogroup114080	P56634
isogroup114082	Q8GYS4
isogroup114083	Q8VEB4
isogroup114087	O94505
isogroup114090	P10587
isogroup114091	Q42479
isogroup114092	Q94KD3
isogroup114096	Q8T3L6
isogroup114097	Q9UI33
isogroup114100	Q641Z6
isogroup114106	Q6ZFZ4
isogroup114108	Q8YRI1
isogroup114109	P28246
isogroup114110	Q6NQN5
isogroup114113	Q95JR6
isogroup114119	Q5VTL8
isogroup114120	Q9FIK2
isogroup114121	F4IQK5
isogroup114122	A6W7Z2
isogroup114123	O49923
isogroup114125	Q9C6P3
isogroup114129	Q9GSB0
isogroup114131	Q9ZSA2
isogroup114132	Q9M1K5
isogroup114135	Q9ZTS1
isogroup114137	Q00975
isogroup114142	O74743
isogroup114143	P21542
isogroup114152	Q9MAG3
isogroup114155	Q61771
isogroup114156	O70511
isogroup114160	Q56878
isogroup114161	O58307
isogroup114162	P70711
isogroup114163	Q7Z4W1
isogroup114167	Q92249
isogroup114171	O42184
isogroup114172	Q6QNM1
isogroup114173	Q96AY4
isogroup114177	Q9VYS3
isogroup114180	Q9NJU9
isogroup114182	C0LGV0
isogroup114184	P72926
isogroup114186	P9WQE3
isogroup114189	P31826
isogroup114192	Q5DU56
isogroup114194	Q8XM08
isogroup114195	Q4R7L5
isogroup114196	O80742
isogroup114200	Q8GX78
isogroup114202	Q9H1H9
isogroup114203	Q3LSS0
isogroup114207	O47881
isogroup114212	Q9SJF0
isogroup114218	Q53EV4
isogroup114220	A7MBL8
isogroup114222	Q9EQ60
isogroup114223	Q5A416
isogroup114224	Q4L9P0
isogroup114225	C9D7C2
isogroup114228	Q5D7H8
isogroup114234	Q8LDP4
isogroup114235	A2A259
isogroup114237	Q4LDE5
isogroup114239	P22696
isogroup114245	Q69XQ3
isogroup114248	O57483
isogroup114256	Q8EPV1
isogroup114264	Q8UVC1
isogroup114265	Q04960
isogroup114271	Q9LJX4
isogroup114273	Q08378
isogroup114274	Q9M8L9
isogroup114275	Q2SCF2
isogroup114276	Q57837
isogroup114279	P19467
isogroup114280	B8CXL0
isogroup114281	Q3UY96
isogroup114284	Q1RK13
isogroup114291	E3WDQ9
isogroup114292	A0A0H2URK1
isogroup114294	Q10475
isogroup114299	Q8RXN0
isogroup114301	P11055
isogroup114305	Q9FVN0
isogroup114306	O62763
isogroup114314	Q38997
isogroup114316	Q8VEH6
isogroup114319	Q9FFZ1
isogroup114320	Q9RKB5
isogroup114327	Q9ZJF1
isogroup114332	O05496
isogroup114335	P39981
isogroup114341	Q6R5J2
isogroup114344	P37198
isogroup114346	Q641X6
isogroup114347	Q9LPV5
isogroup114349	Q5TEA6
isogroup114350	Q00808
isogroup114351	P72926
isogroup114353	A1L1P9
isogroup114357	Q8LFS6
isogroup114369	Q9NJU9
isogroup114371	Q1ECJ7
isogroup114374	P29294
isogroup114376	P35125
isogroup114381	A8X6H1
isogroup114383	Q1II29
isogroup114389	Q67UX7
isogroup114392	Q99MI1
isogroup114401	Q8BSY0
isogroup114404	Q54C92
isogroup114410	Q9NQT8
isogroup114414	O70472
isogroup114416	Q5RCZ7
isogroup114418	Q9SCS2
isogroup114421	Q45223
isogroup114425	Q5RFT1
isogroup114430	Q86Y82
isogroup114432	Q9NJU9
isogroup114436	Q3YVQ0
isogroup114440	Q80U58
isogroup114441	Q5UNW3
isogroup114442	P04929
isogroup114443	O13911
isogroup114445	Q5UNS8
isogroup114449	Q9C1C2
isogroup114450	Q0EEE2
isogroup114452	Q9SCY5
isogroup114454	P27932
isogroup114458	Q5U2S5
isogroup114462	Q32TF8
isogroup114465	Q74GW7
isogroup114466	Q93VG8
isogroup114470	Q0V9A3
isogroup114471	Q8NNF6
isogroup114472	Q3SFS4
isogroup114473	F4ICK8
isogroup114478	P33948
isogroup114482	Q8N8V2
isogroup114487	O13845
isogroup114488	O23087
isogroup114492	Q54HW1
isogroup114495	Q42971
isogroup114498	Q9CWX9
isogroup114500	P42322
isogroup114505	Q2U4L7
isogroup114508	P53440
isogroup114509	Q96I24
isogroup114510	Q8H129
isogroup114515	Q8BH18
isogroup114525	Q70KH2
isogroup114526	P0A9T5
isogroup114527	P14270
isogroup114529	Q7XA66
isogroup114530	O76360
isogroup114533	P23286
isogroup114539	Q9J569
isogroup114544	Q9Z1L5
isogroup114550	P08965
isogroup114551	Q8C2P3
isogroup114552	Q07617
isogroup114557	Q80ZI6
isogroup114559	Q9SBJ1
isogroup114560	Q91XF4
isogroup114561	Q9H0F5
isogroup114564	Q9ZGI4
isogroup114570	P23949
isogroup114572	Q7F2E4
isogroup114575	A6H6A9
isogroup114579	Q1XDP7
isogroup114582	P48542
isogroup114584	P79398
isogroup114585	A7WM73
isogroup114586	Q9DCM0
isogroup114589	Q6BZG7
isogroup114590	Q03606
isogroup114595	Q54YW1
isogroup114596	Q5RAG2
isogroup114597	Q8N653
isogroup114599	Q92359
isogroup114600	Q7RTR2
isogroup114605	Q5DTZ6
isogroup114608	Q6GQN8
isogroup114613	Q8RX66
isogroup114615	O13798
isogroup114616	A1TRM7
isogroup114617	Q9HDZ5
isogroup114623	P40850
isogroup114627	Q9JJS0
isogroup114635	Q58803
isogroup114637	Q0WPK3
isogroup114643	Q6L0S6
isogroup114644	Q9SW44
isogroup114648	Q4LDE5
isogroup114656	Q6Q4H1
isogroup114658	Q9RA11
isogroup114661	Q9Z1L0
isogroup114663	Q54VI1
isogroup114667	B4NP88
isogroup114670	P16924
isogroup114671	Q9SSE7
isogroup114672	P37024
isogroup114675	O43933
isogroup114679	Q09690
isogroup114680	O95239
isogroup114694	Q9CQ29
isogroup114695	C0SPB2
isogroup114697	Q9FF46
isogroup114705	Q9H2K2
isogroup114709	Q0CDX2
isogroup114711	Q8CHB8
isogroup114712	Q7ZXX9
isogroup114713	A4FV98
isogroup114714	Q07538
isogroup114718	P32381
isogroup114719	Q9FF46
isogroup114720	Q03611
isogroup114724	Q84XU2
isogroup114731	Q8BZ20
isogroup114737	H7BZ55
isogroup114740	O04059
isogroup114741	Q9FZ36
isogroup114743	Q9QWS8
isogroup114744	P17439
isogroup114747	Q3V384
isogroup114750	Q17QJ3
isogroup114755	Q54QP7
isogroup114759	A0RUI8
isogroup114761	Q91VC0
isogroup114762	Q3SEK0
isogroup114768	O23365
isogroup114769	D4AZ24
isogroup114770	Q54PF1
isogroup114774	Q551H0
isogroup114775	Q6LPK6
isogroup114776	O88345
isogroup114780	Q54Z24
isogroup114784	Q54J33
isogroup114785	Q9NQT8
isogroup114787	Q9ES70
isogroup114794	Q00808
isogroup114795	P55474
isogroup114796	Q93V88
isogroup114797	Q9XT54
isogroup114802	Q0IH24
isogroup114803	P21872
isogroup114806	Q96I24
isogroup114807	O24047
isogroup114809	V6CLA2
isogroup114813	F4J6F6
isogroup114815	Q6K953
isogroup114821	Q86WI1
isogroup114822	Q6Y290
isogroup114825	Q94EI9
isogroup114828	Q9WUU7
isogroup114829	O70507
isogroup114831	Q9A8Z4
isogroup114835	Q8CWK7
isogroup114844	Q8G5R1
isogroup114845	Q3B724
isogroup114851	Q8K596
isogroup114859	Q9R053
isogroup114868	P92983
isogroup114877	Q8LAI1
isogroup114878	Q94KI8
isogroup114879	Q2KJJ5
isogroup114880	Q723K6
isogroup114883	Q9FFK6
isogroup114889	Q6DHU1
isogroup114890	Q7NXI1
isogroup114891	Q7ZW46
isogroup114894	Q54VI1
isogroup114898	Q14AK4
isogroup114899	Q93W20
isogroup114905	Q96PY6
isogroup114910	Q55BM1
isogroup114915	Q6GMA4
isogroup114918	Q8J207
isogroup114919	A0A1D5P556
isogroup114920	Q9C5S1
isogroup114923	Q9FG37
isogroup114924	Q9C5X8
isogroup114925	Q3UFY7
isogroup114936	Q8R5U4
isogroup114940	P33328
isogroup114941	Q9DB96
isogroup114944	Q55GC7
isogroup114946	Q0JB88
isogroup114947	Q15119
isogroup114949	P23880
isogroup114960	C9D7C2
isogroup114961	Q8MJV1
isogroup114962	Q3URY6
isogroup114967	Q45500
isogroup114970	Q9BYX2
isogroup114974	Q23221
isogroup114981	P25323
isogroup114987	Q9LIK5
isogroup114988	Q54I71
isogroup114991	A0A0P0VG31
isogroup114992	Q8VWF5
isogroup114995	Q80UY1
isogroup114999	Q7K4Q5
isogroup115006	Q20065
isogroup115013	Q9M1R1
isogroup115014	Q4P2U6
isogroup115015	P55115
isogroup115016	Q28057
isogroup115017	Q5ZLS3
isogroup115019	Q9EPE9
isogroup115020	P50830
isogroup115024	Q2UF60
isogroup115029	Q9ULJ7
isogroup115035	B1Q257
isogroup115038	Q9SAH5
isogroup115039	Q2MV58
isogroup115044	Q6INL7
isogroup115045	Q75DC2
isogroup115051	Q9EQG6
isogroup115055	Q63285
isogroup115068	Q8BVF4
isogroup115075	Q8WZ42
isogroup115077	Q8BZ20
isogroup115081	Q5R788
isogroup115083	Q8VZE7
isogroup115085	Q6PFX9
isogroup115086	Q55909
isogroup115095	Q1D823
isogroup115096	O73700
isogroup115098	O23617
isogroup115099	O49668
isogroup115101	Q6DJ55
isogroup115102	Q05016
isogroup115103	Q8GYX8
isogroup115105	Q9Y548
isogroup115111	Q68DH5
isogroup115120	Q91ZR5
isogroup115123	Q1PCQ8
isogroup115127	Q93VG8
isogroup115132	A5U669
isogroup115137	Q75M35
isogroup115138	P54215
isogroup115139	F4IF36
isogroup115140	Q8RWL2
isogroup115142	P35580
isogroup115148	O82312
isogroup115150	Q5E9U1
isogroup115153	Q6MEC9
isogroup115158	Q1QSX1
isogroup115159	Q9Y871
isogroup115168	Q54R82
isogroup115172	Q67YC9
isogroup115180	B0UXS1
isogroup115185	A6NNE9
isogroup115189	O14045
isogroup115192	P72926
isogroup115195	P31320
isogroup115201	P40371
isogroup115209	Q9C9G4
isogroup115211	O22207
isogroup115212	Q6N075
isogroup115213	P21187
isogroup115219	Q5ZKW5
isogroup115220	Q9LEV7
isogroup115225	P33948
isogroup115230	Q9Y2L5
isogroup115233	Q9SJA1
isogroup115235	Q94A76
isogroup115237	Q8W4D4
isogroup115238	G3V7P1
isogroup115239	Q502K3
isogroup115242	O42398
isogroup115245	Q8LA32
isogroup115251	Q9NSA2
isogroup115255	P87137
isogroup115256	F4HRJ4
isogroup115257	O43497
isogroup115258	Q92080
isogroup115260	Q05921
isogroup115261	P25407
isogroup115265	Q54J33
isogroup115266	A1CKE0
isogroup115268	Q460N3
isogroup115272	Q7XM31
isogroup115273	Q55GN6
isogroup115274	Q2EMV9
isogroup115276	G4FEF4
isogroup115277	Q69NK8
isogroup115279	Q9NR21
isogroup115281	O81716
isogroup115282	P0A9T5
isogroup115283	Q64392
isogroup115285	Q9P7F1
isogroup115287	B3VQ24
isogroup115288	O95571
isogroup115289	O22609
isogroup115301	Q04G50
isogroup115304	Q9D0C1
isogroup115307	O80513
isogroup115308	D4A280
isogroup115312	Q8H569
isogroup115318	Q8GWT4
isogroup115323	P62944
isogroup115325	P10090
isogroup115330	Q641Z7
isogroup115333	P19515
isogroup115334	Q5U4E6
isogroup115337	Q08806
isogroup115341	Q9JKA8
isogroup115343	Q9FLM3
isogroup115347	Q09734
isogroup115348	O43497
isogroup115354	Q6L5C4
isogroup115355	C9D7C2
isogroup115357	Q9H9Y6
isogroup115363	Q13367
isogroup115365	Q05858
isogroup115377	Q9ZVN2
isogroup115380	Q9SIE0
isogroup115381	Q9LI61
isogroup115382	Q3TYL0
isogroup115388	F4IS56
isogroup115393	Q0WQF4
isogroup115402	Q5FWM8
isogroup115403	P15274
isogroup115408	P54543
isogroup115409	Q54BF6
isogroup115416	A5G1Y9
isogroup115418	B4F6W9
isogroup115426	P14100
isogroup115430	Q86W34
isogroup115431	Q4WEP7
isogroup115433	Q5RDQ3
isogroup115441	Q8I8U2
isogroup115445	P34317
isogroup115450	Q94B74
isogroup115456	O88502
isogroup115462	Q9CAD5
isogroup115463	Q9P0X4
isogroup115464	Q8L7W2
isogroup115466	Q740T9
isogroup115471	D3INW7
isogroup115481	Q54K57
isogroup115486	O80362
isogroup115487	O95394
isogroup115494	F4KIL8
isogroup115500	Q07G42
isogroup115504	Q5ZK92
isogroup115509	O28852
isogroup11551	Q0JL73
isogroup115518	P14002
isogroup115519	A4F7P5
isogroup115525	Q9LMT2
isogroup115526	Q9LJX4
isogroup115529	Q9NJU9
isogroup115535	Q02357
isogroup115537	Q9VN12
isogroup115541	Q27666
isogroup115552	P52287
isogroup115553	Q6DFD7
isogroup115554	Q4L208
isogroup115558	Q500V2
isogroup115565	Q9AWK2
isogroup115570	O81077
isogroup115573	P54672
isogroup115579	Q91ZR5
isogroup115583	Q9VVE5
isogroup115584	Q9JI55
isogroup115585	Q9SDS7
isogroup115587	P53356
isogroup115589	Q0VC03
isogroup115590	Q8R3F5
isogroup115592	O84548
isogroup115594	P62296
isogroup115596	Q2KIY5
isogroup115598	Q96MT7
isogroup115602	G4N296
isogroup115603	Q1JQE0
isogroup115605	P09875
isogroup115606	Q96PN6
isogroup115611	P21856
isogroup115617	P10619
isogroup115634	P12759
isogroup115636	O15865
isogroup115637	Q9UPV0
isogroup115638	Q9M304
isogroup115640	P70566
isogroup115642	Q80ZG5
isogroup115646	O49954
isogroup115647	P10587
isogroup115649	O23685
isogroup115650	D5EV35
isogroup115651	D4AU31
isogroup115655	Q503R4
isogroup115656	P11024
isogroup115660	Q54NQ0
isogroup115661	Q9FY94
isogroup115667	Q8VEH6
isogroup115668	Q32TF8
isogroup115670	B7ZWR6
isogroup115672	Q52I78
isogroup115677	P72991
isogroup115679	O76329
isogroup115690	Q556Y8
isogroup115691	O43049
isogroup115704	Q06827
isogroup115705	Q27991
isogroup115706	A2XDG4
isogroup115713	Q700K0
isogroup115714	Q7YRC6
isogroup115717	P59941
isogroup115718	Q9UQ07
isogroup115720	Q609V1
isogroup115721	Q9FG01
isogroup115724	Q91WJ8
isogroup115727	Q2NCA3
isogroup115732	P16273
isogroup115733	Q9P974
isogroup115735	Q9W603
isogroup115743	Q8BSN3
isogroup115748	E5RJM6
isogroup115749	Q6AUK5
isogroup115754	Q8IVS2
isogroup115763	Q5U236
isogroup115765	Q550U9
isogroup115767	Q5ZL00
isogroup115768	Q01656
isogroup115769	D5AR83
isogroup115770	O13755
isogroup115771	O77458
isogroup115774	Q4V8U5
isogroup115781	P0CR66
isogroup115784	Q86XH1
isogroup115785	Q40300
isogroup115787	I1RNL0
isogroup115788	Q6RCE1
isogroup115790	P23614
isogroup115794	O59922
isogroup115797	Q03516
isogroup115800	Q8C5N3
isogroup115804	A0JM08
isogroup115806	Q8UVC1
isogroup115807	Q9SW18
isogroup115809	Q6P256
isogroup115811	P27514
isogroup115814	Q8H0S9
isogroup115815	Q16P20
isogroup115817	P0C7S9
isogroup115819	Q2HJH6
isogroup115821	Q9LN71
isogroup115825	Q59MV9
isogroup115826	Q9NIF3
isogroup115828	Q6CFQ0
isogroup115832	Q5VVM6
isogroup115833	Q6BZF8
isogroup115835	Q8R7C8
isogroup115838	Q9S9N9
isogroup115840	Q8LPF4
isogroup115841	Q09911
isogroup115842	Q9ZNS1
isogroup115847	Q29Q26
isogroup115848	Q2S012
isogroup115853	Q13976
isogroup115856	Q6FUD0
isogroup115860	Q869W6
isogroup115862	Q91ZG2
isogroup115863	Q8GVZ8
isogroup115865	A2BMC9
isogroup115866	Q03133
isogroup115867	O13067
isogroup115874	Q9DAK2
isogroup115877	Q9S9K4
isogroup115881	Q4UMH6
isogroup115882	Q0D5P3
isogroup115886	A1SJ61
isogroup115888	Q40296
isogroup115890	Q9NU02
isogroup115892	Q16959
isogroup115904	Q9C7E7
isogroup115906	Q70LM4
isogroup115907	Q9HEM6
isogroup115908	Q54WR9
isogroup115910	Q8RX88
isogroup115913	Q8BTN6
isogroup115917	P33303
isogroup115927	P58724
isogroup115928	P02628
isogroup115931	Q96S99
isogroup115932	Q9JM83
isogroup115940	Q6IMY8
isogroup115943	Q41000
isogroup115946	P56336
isogroup115949	Q55190
isogroup115951	O14327
isogroup115955	Q56YP2
isogroup115957	P94131
isogroup115958	Q9ZRD6
isogroup115960	Q20748
isogroup115961	P14002
isogroup115966	Q39231
isogroup115967	Q9FGR9
isogroup115971	Q59XL0
isogroup115972	P21108
isogroup115974	Q304B9
isogroup115975	Q9GR88
isogroup115981	G5ECS8
isogroup115982	Q9BUJ2
isogroup115983	Q9NJU9
isogroup115984	Q9USW3
isogroup115985	Q3MHN0
isogroup115987	Q9EPH8
isogroup115992	A8HMZ4
isogroup115993	Q5ZKR7
isogroup115994	E9QIN8
isogroup115995	Q9Y5B8
isogroup115996	P48255
isogroup115997	A4YI89
isogroup115998	Q5UP73
isogroup116006	P97779
isogroup116010	G4SLH0
isogroup116011	P24733
isogroup116012	P43646
isogroup116016	Q5EA79
isogroup116017	Q5JKF2
isogroup116018	Q8CGC7
isogroup116019	Q99K85
isogroup116022	Q8CJ40
isogroup116023	Q9LJL3
isogroup116027	P21616
isogroup116029	Q66KM5
isogroup116030	Q10KF0
isogroup116031	P50694
isogroup116034	O64629
isogroup116035	Q8RY89
isogroup116036	Q941R4
isogroup116037	Q9AV81
isogroup116039	P9WLZ3
isogroup116040	Q8CIM1
isogroup116045	Q8CFQ3
isogroup116050	Q8N5I4
isogroup116051	A9BJC1
isogroup116052	P39109
isogroup116059	Q39016
isogroup116061	Q76G20
isogroup116062	Q9M1K2
isogroup116064	Q7PWB1
isogroup116065	A8IUG5
isogroup116072	Q9HGE0
isogroup116074	A2ARP9
isogroup116076	Q93VG8
isogroup116078	Q8RWG3
isogroup116083	Q9NJU9
isogroup116086	Q10AZ7
isogroup116088	Q6DEY1
isogroup116091	Q9M1Q9
isogroup116092	Q2RMD6
isogroup116093	Q9LY75
isogroup116095	Q4R6X9
isogroup116102	P36982
isogroup116107	O82797
isogroup116109	P22793
isogroup116113	P31752
isogroup116120	P47179
isogroup116131	P60409
isogroup116135	Q9LH76
isogroup116137	E9Q743
isogroup116141	Q5Z9E2
isogroup116143	P0CB50
isogroup116149	B3QVL0
isogroup116152	Q9NHW7
isogroup116154	Q40300
isogroup116158	Q29Q26
isogroup116162	Q63507
isogroup116165	P25782
isogroup116167	P27791
isogroup116168	P24733
isogroup116170	Q6XJ13
isogroup116178	P22738
isogroup116195	O23254
isogroup116201	O61308
isogroup116202	Q8MPF7
isogroup116204	Q6CPG3
isogroup116209	Q1XDP2
isogroup116210	Q50KB1
isogroup116215	Q9BHM6
isogroup116218	P33742
isogroup116219	P49731
isogroup116222	P31335
isogroup116225	Q6EQX3
isogroup116231	Q9ZQW8
isogroup116234	Q9LT68
isogroup116239	A2BFC9
isogroup116240	Q922J3
isogroup116241	G4SLH0
isogroup116243	P03186
isogroup116246	Q8ZRS8
isogroup116252	Q42342
isogroup116254	Q9LDR9
isogroup116255	P29618
isogroup116256	Q8BXG3
isogroup116259	Q18161
isogroup116263	Q1ACM8
isogroup116273	Q54NN1
isogroup116274	Q94K05
isogroup116278	Q43298
isogroup116282	Q0VAX3
isogroup116288	Q02334
isogroup116290	Q80XJ3
isogroup116291	Q18161
isogroup116295	Q8BTI8
isogroup116296	Q4R6V2
isogroup116298	B2RW38
isogroup116300	Q54QQ0
isogroup116301	Q9H0C1
isogroup116302	Q939N5
isogroup116306	Q3SWY0
isogroup116312	O00782
isogroup116313	Q6DBP3
isogroup116314	O75445
isogroup116315	Q9NQE7
isogroup116316	Q5ENN5
isogroup116323	Q3ZCN5
isogroup116327	P50648
isogroup116329	Q3T139
isogroup116334	Q84C00
isogroup116340	O94550
isogroup116341	P08799
isogroup116343	P05132
isogroup116348	O48709
isogroup116349	P96554
isogroup116350	Q3T0I2
isogroup116352	Q9LYZ9
isogroup116354	Q0JEQ2
isogroup116356	A8I9E8
isogroup116357	Q94B38
isogroup116364	Q9QR71
isogroup116367	P50215
isogroup116368	Q6ZFZ4
isogroup116376	P54567
isogroup116379	Q0DWH7
isogroup116380	O22558
isogroup116382	Q9VTL1
isogroup116396	O35787
isogroup116397	B2TLZ8
isogroup116398	Q9WVQ0
isogroup116400	P53632
isogroup116401	Q86ZN7
isogroup116403	Q2JMD7
isogroup116404	A1A5P2
isogroup116409	Q8K1Q0
isogroup116410	Q1RK13
isogroup116411	P42856
isogroup116412	Q8N398
isogroup116414	B7ZFT1
isogroup116420	B0XDC4
isogroup116421	Q38998
isogroup116422	Q4KLU7
isogroup116423	Q755C4
isogroup116427	Q9W0Y8
isogroup116434	A7SWH1
isogroup116435	F4JGR5
isogroup116437	B8GV49
isogroup116439	Q6ZFZ4
isogroup116442	Q5FVR7
isogroup116444	Q8CHP0
isogroup116445	B6ZJZ9
isogroup116449	Q40300
isogroup116452	Q75VR0
isogroup116454	C8VK14
isogroup116455	Q04336
isogroup116461	Q641W7
isogroup116462	G5E8K5
isogroup116468	O70511
isogroup116469	A5DFT1
isogroup116470	Q2QX45
isogroup116472	P11179
isogroup116473	A2AVA0
isogroup116474	Q09829
isogroup116475	Q8GYS4
isogroup116479	Q9MAA2
isogroup116481	Q69NK8
isogroup116483	O96876
isogroup116492	Q65X92
isogroup116497	Q2JIP1
isogroup116498	Q6QNM1
isogroup116501	Q2QWE3
isogroup116506	A2ARP9
isogroup116507	Q9N589
isogroup116511	Q6P2B1
isogroup116513	Q86K94
isogroup116514	Q8GV43
isogroup116518	Q8DM20
isogroup116519	Q7D745
isogroup116528	Q9LZ08
isogroup116532	Q5TZA2
isogroup116537	Q657B3
isogroup116538	Q0VCA3
isogroup116542	Q3BWY6
isogroup116543	P0C8M8
isogroup116547	O60094
isogroup116549	Q805F3
isogroup116558	Q9Z2G1
isogroup116560	Q9P1Z3
isogroup116561	Q6DC39
isogroup116564	Q55EQ3
isogroup116565	Q8L493
isogroup116566	A1A6H3
isogroup116569	Q55DF5
isogroup116570	P25071
isogroup116571	P33731
isogroup116573	Q66KM5
isogroup116577	Q25009
isogroup116579	Q4UMH6
isogroup116583	P9WQE5
isogroup116584	A8NDT2
isogroup116585	P23562
isogroup116588	P08117
isogroup116590	Q9FMA3
isogroup116592	P23566
isogroup116603	Q61982
isogroup116607	Q9W0Y8
isogroup116608	Q54ED4
isogroup116611	Q8RY82
isogroup116613	O97397
isogroup116615	Q54R82
isogroup116617	B0KTG8
isogroup116619	Q54I48
isogroup116630	Q5ALL8
isogroup116634	P38494
isogroup116635	Q13976
isogroup116640	Q03442
isogroup116645	Q53317
isogroup116646	Q9D819
isogroup116647	P08799
isogroup116650	Q9ST27
isogroup116652	Q5U374
isogroup116654	Q52969
isogroup116655	Q641K5
isogroup116656	P38861
isogroup116662	O22870
isogroup116665	P23111
isogroup116666	Q7TSW6
isogroup116669	Q27257
isogroup116670	Q38931
isogroup116672	Q9VJE5
isogroup116678	Q07740
isogroup116679	Q7ZWE9
isogroup116683	Q9SCX5
isogroup116684	Q8C8R3
isogroup116689	Q8VY97
isogroup116691	F4J8C6
isogroup116692	Q9U1S7
isogroup116695	Q2GW27
isogroup116709	P55786
isogroup116712	Q8L796
isogroup116713	Q9BVP2
isogroup116715	Q5XGI0
isogroup116716	P05659
isogroup116718	Q09747
isogroup116720	F4JNX3
isogroup116721	Q84QC0
isogroup116723	Q96AY4
isogroup116726	D3YXG0
isogroup116730	A6PWD2
isogroup116732	Q95L11
isogroup116737	O76329
isogroup116739	Q9C521
isogroup116745	Q8NHH1
isogroup116747	G7WMP8
isogroup116748	A8IR43
isogroup116749	Q7ZWB7
isogroup116750	Q9P1Z3
isogroup116752	Q10MH8
isogroup116754	Q9R053
isogroup116756	Q17FB8
isogroup116766	Q2XVR5
isogroup116770	Q8L831
isogroup116771	Q96I24
isogroup116779	Q8K4P0
isogroup116783	Q9Y6R9
isogroup116784	Q6QNM1
isogroup116785	Q6IRP4
isogroup116789	Q9FMM4
isogroup116791	Q8IUD2
isogroup116794	Q8IWG1
isogroup116798	O15865
isogroup116799	O82233
isogroup116802	Q9ULJ7
isogroup116803	Q7Z895
isogroup116804	Q8AVY1
isogroup116806	Q5R9W2
isogroup116807	Q96AY4
isogroup116815	Q922J3
isogroup116817	P50648
isogroup116818	Q8BHL3
isogroup116819	Q55BM1
isogroup116820	Q96V64
isogroup116822	O22609
isogroup116828	Q54HW1
isogroup116830	A8MXQ7
isogroup116831	P16157
isogroup116832	Q70LM5
isogroup116834	Q99NH0
isogroup116838	Q7TSG1
isogroup116840	Q9FKY3
isogroup116842	Q32L00
isogroup116843	Q01117
isogroup116845	Q7PWV1
isogroup116853	Q38961
isogroup116854	Q5DU56
isogroup116862	Q6ZIV7
isogroup116865	P51954
isogroup116867	Q9NJU9
isogroup116869	Q5BCC5
isogroup116871	O94711
isogroup116873	Q80U58
isogroup116877	Q6ICB0
isogroup116885	O54853
isogroup116887	Q9SAR5
isogroup116890	P26686
isogroup116891	Q923W1
isogroup116892	P25776
isogroup116894	P0CQ88
isogroup116897	Q83Q35
isogroup116898	Q53685
isogroup116902	O95180
isogroup116909	Q8WYA0
isogroup116911	Q99685
isogroup116918	Q89AH2
isogroup116920	Q6P4Q7
isogroup116924	Q9FL12
isogroup116929	Q6P9H5
isogroup116930	P30427
isogroup116931	Q52E73
isogroup116935	Q28C22
isogroup116939	Q4U3P8
isogroup116940	Q76NW7
isogroup116946	P22696
isogroup116948	Q756J5
isogroup116951	O76360
isogroup116955	P13686
isogroup116957	Q6ASW7
isogroup116960	O09053
isogroup116974	P08676
isogroup116975	Q5DU05
isogroup116976	O22833
isogroup116978	B7FSL4
isogroup116981	Q00808
isogroup116985	P42738
isogroup116986	A8X6H1
isogroup116988	Q93VG8
isogroup116990	Q12849
isogroup116991	P41637
isogroup116996	Q9SJT7
isogroup116999	Q55GE2
isogroup117000	Q3E6T0
isogroup117001	E9PYY5
isogroup117002	Q9HGI7
isogroup117005	P02981
isogroup117011	Q9VYV3
isogroup117012	Q2R1M8
isogroup117013	A0JPI9
isogroup117015	P00791
isogroup117016	P70531
isogroup117017	Q6P819
isogroup117019	P13860
isogroup117020	Q02280
isogroup117021	Q0VCN3
isogroup117024	P55080
isogroup117026	D2DGW3
isogroup117027	Q7Z429
isogroup117029	Q9AYU0
isogroup117033	P45701
isogroup117034	Q38997
isogroup117040	Q39572
isogroup117041	Q557G3
isogroup117044	Q80ZX8
isogroup117046	Q62376
isogroup117049	P11489
isogroup117052	Q7SBB6
isogroup117055	O54852
isogroup117057	Q5ZMK5
isogroup117061	A1DLC1
isogroup117062	Q8S341
isogroup117063	Q5R9Z5
isogroup117070	P0C1I1
isogroup117073	Q5TZA2
isogroup117075	Q8R1R3
isogroup117081	A7RK30
isogroup117083	Q5VQL1
isogroup117085	Q06850
